,obj,endobj,stream,endstream,xref,trailer,startxref,/Page,/Encrypt,/ObjStm,/JS,/JavaScript,/AA,/OpenAction,/AcroForm,/JBIG2Decode,/RichMedia,/Launch,/EmbeddedFile,/XFA,/Colors > 2^24
1220,48,48,43,43,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0
1221,80,80,24,24,2,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,54,54,42,42,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1223,1492,1492,130,130,6,6,4,100,0,18,0,0,0,0,0,0,0,0,0,0,0
1224,39,39,33,33,0,0,3,2,0,10,0,0,0,0,2,0,0,0,8,0,0
1225,25,25,13,13,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1226,77,77,33,33,2,2,2,27,0,2,0,0,0,0,0,0,0,0,0,0,0
1227,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,38,38,6,6,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1229,80,80,22,22,2,2,2,19,0,0,0,0,0,1,0,0,0,0,0,0,0
1230,23,23,6,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,64,64,55,55,0,0,3,5,0,13,0,0,0,0,2,0,0,0,10,0,0
1233,281,281,67,67,2,2,2,53,0,0,0,0,0,0,0,0,0,0,1,0,0
1234,56,56,52,52,0,0,4,0,0,21,0,0,0,0,3,0,0,0,0,0,0
1235,73,73,67,67,0,0,3,2,0,13,0,0,0,0,2,0,0,0,8,0,0
1236,50,50,17,17,2,2,2,10,0,3,0,0,0,0,0,0,0,0,0,0,0
1237,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,60,60,53,53,0,0,5,3,0,17,0,0,0,0,2,0,0,0,0,0,0
1239,28,28,25,25,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1240,569,569,557,557,0,0,4,7,0,22,0,0,0,0,3,0,0,0,0,0,0
1241,38,38,14,14,2,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0
1242,36,36,23,23,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,201,201,84,84,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,136,136,44,44,4,4,3,2,0,5,0,0,0,0,2,0,0,0,0,0,0
1245,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,30,30,9,9,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,87,87,17,17,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1248,78,78,18,18,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,112,112,46,46,2,2,1,2,0,3,2,3,7,0,1,0,0,0,0,0,0
1250,387,387,23,23,1,1,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0
1251,75,75,23,23,4,4,3,30,0,2,0,0,0,0,0,0,0,0,0,0,0
1252,299,299,261,261,0,0,4,0,0,9,0,1,0,0,3,0,0,0,0,0,0
1253,31,31,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,29,29,17,17,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1255,39,39,12,12,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,62,62,58,58,0,0,1,2,0,7,0,0,0,0,1,0,0,0,0,0,0
1257,53,53,46,46,0,0,4,3,0,13,0,0,0,0,2,0,0,0,0,0,0
1258,39,39,8,8,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,138,138,26,26,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,60,60,33,33,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1261,96,96,36,36,2,2,1,1,0,3,2,3,13,0,1,0,0,0,0,0,0
1262,35,35,12,12,2,2,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0
1263,25,25,21,21,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0
1264,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,142,142,43,43,2,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,63,63,23,23,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
1267,125,125,11,11,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0
1268,39,39,13,13,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,319,319,312,312,0,0,6,1,0,18,0,0,0,0,3,0,0,0,17,0,0
1270,25,25,22,22,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0
1271,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,57,57,21,21,6,6,4,2,0,2,0,0,0,0,0,0,0,1,0,0,0
1273,109,109,22,22,2,2,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0
1274,7,7,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,34,34,7,7,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,457,457,34,34,2,2,2,23,0,0,0,0,0,1,0,0,0,0,0,0,0
1277,32,32,8,8,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1278,321,321,72,72,2,2,2,25,0,10,0,0,0,0,1,0,0,0,0,0,0
1279,182,182,176,176,0,0,3,2,0,16,0,0,0,0,2,0,0,0,8,0,0
1280,34,34,30,30,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0
1281,23,23,11,11,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1282,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,25,25,13,13,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1284,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,33,33,7,7,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,78,78,70,70,0,0,1,6,0,12,1,0,0,0,0,0,0,0,0,0,0
1287,148,148,30,30,3,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1288,310,310,25,25,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0
1289,128,128,19,19,3,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1290,77,77,67,67,0,0,3,6,0,16,0,0,0,0,2,0,0,0,10,0,0
1291,49,49,17,17,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,9,9,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1293,168,168,18,18,2,2,2,12,0,0,0,0,0,1,0,0,0,0,0,0,0
1294,129,129,30,30,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,130,130,30,30,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1297,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,91,91,83,83,0,0,1,6,0,13,0,0,0,0,1,0,0,0,0,0,0
1299,48,48,43,43,0,0,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0
1300,62,62,15,15,2,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,53,53,16,16,2,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,25,25,8,8,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1304,323,323,42,42,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,45,45,24,24,6,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1307,100,100,29,29,2,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,40,40,19,19,2,2,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0
1309,75,75,23,23,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,50,50,46,46,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0
1311,386,386,39,39,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,166,166,84,84,4,4,4,2,0,0,0,1,0,0,2,0,0,0,0,0,0
1313,17,17,4,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1314,83,83,75,75,0,0,2,6,0,9,0,0,1,0,0,0,0,0,0,0,0
1315,73,73,34,34,2,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0
1316,274,274,41,41,4,4,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,59,59,52,52,0,0,4,3,0,17,0,0,0,0,2,0,0,0,0,0,0
1318,40,40,14,14,2,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0
1319,228,228,27,27,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1320,39,39,36,36,0,0,2,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1321,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,39,39,10,10,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,206,206,24,24,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1325,301,301,18,18,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1326,31,31,9,9,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,63,63,56,56,0,0,4,3,0,13,0,0,0,0,2,0,0,0,0,0,0
1329,81,81,21,21,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,21,21,5,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,67,67,16,16,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,46,46,19,19,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,92,92,58,58,2,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0
1334,562,562,42,42,4,4,3,3,0,18,0,0,0,0,2,0,0,0,0,0,0
1335,12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,536,536,235,235,4,4,3,8,0,16,0,0,0,0,2,0,0,0,0,0,0
1338,30,30,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,245,245,124,124,4,4,2,3,0,4,0,1,0,0,2,0,0,0,0,0,0
1340,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,40,40,11,11,2,2,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0
1342,217,217,93,93,4,4,4,3,0,0,0,1,0,0,2,0,0,0,0,0,0
1343,24,24,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,33,33,30,30,0,0,2,1,0,7,0,0,0,0,1,0,0,0,0,0,0
1345,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,64,64,21,21,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,115,115,27,27,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1348,42,42,15,15,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,110,110,36,36,2,2,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,47,47,19,19,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,31,31,28,28,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1354,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,449,449,439,439,0,0,3,6,0,37,0,0,0,0,2,0,0,0,8,0,0
1356,109,109,23,23,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1357,40,40,37,37,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1358,25,25,6,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,37,37,10,10,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,30,30,8,8,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,33,33,10,10,2,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0
1362,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,3146,3146,14,14,2,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0
1364,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,35,35,31,31,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0
1366,34,34,8,8,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,96,96,88,88,0,0,3,4,0,13,0,0,0,0,2,0,0,0,8,0,0
1368,129,129,118,118,0,0,5,5,0,17,0,0,0,0,3,0,0,0,0,0,0
1369,51,51,19,19,2,2,2,15,0,1,0,0,0,0,0,0,0,0,0,0,0
1370,21,21,9,9,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1371,80,80,9,9,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1372,77,77,23,23,2,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,67,67,53,53,0,0,2,12,0,10,0,0,0,0,0,0,0,0,0,0,0
1375,61,61,55,55,0,0,1,4,0,17,0,0,0,0,1,0,0,0,0,0,0
1376,119,119,49,49,2,2,1,41,0,3,0,0,0,0,0,0,0,0,0,0,0
1377,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,1541,1541,26,26,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0
1379,25,25,8,8,2,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1380,74,74,20,20,1,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,206,206,18,18,2,2,2,12,0,0,0,0,0,1,0,0,0,0,0,0,0
1382,56,56,50,50,0,0,3,2,0,11,0,0,0,0,2,0,0,0,10,0,0
1383,51,51,14,14,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,66,66,16,16,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
1386,70,70,64,64,0,0,3,2,0,16,0,0,0,0,2,0,0,0,9,0,0
1387,218,218,87,87,5,5,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1388,26,26,14,14,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1389,23,23,11,11,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1390,37,37,13,13,2,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0
1391,145,145,139,139,0,0,3,2,0,18,0,0,0,0,2,0,0,0,10,0,0
1392,50,50,12,12,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,87,87,80,80,0,0,3,3,0,10,0,0,0,0,2,0,0,0,8,0,0
1394,252,252,131,131,2,2,1,2,0,5,2,3,1,0,1,0,0,0,0,0,0
1395,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,45,45,17,17,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,125,125,25,25,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,25,25,13,13,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1399,27,27,8,8,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,23,23,11,11,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1401,60,60,17,17,2,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,33,33,29,29,0,0,2,2,0,7,0,0,0,0,1,1,0,0,0,0,0
1403,41,41,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,20,20,5,5,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,129,129,126,126,0,0,2,1,0,9,0,0,0,0,1,0,0,0,0,0,0
1407,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,29,29,17,17,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1410,130,130,8,8,2,2,2,2,2,0,0,0,9,1,1,0,0,0,0,0,0
1411,159,158,67,67,4,4,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0
1412,26,26,8,8,2,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0
1413,39,39,11,11,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,89,89,57,57,2,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0
1415,72,72,22,22,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,36,36,24,24,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1417,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,23,23,9,9,2,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0
1419,151,151,143,143,0,0,3,4,0,25,0,0,0,0,2,0,0,0,10,0,0
1420,114,114,52,52,2,2,2,38,0,10,0,0,0,0,0,0,0,0,0,0,0
1421,32,32,9,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,31,31,10,10,2,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
1424,274,274,81,81,1,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,46,46,19,19,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,40,40,9,9,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,45,45,33,33,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1431,26,26,7,7,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,51,51,45,45,0,0,3,2,0,11,0,0,0,0,2,0,0,0,8,0,0
1433,39,39,28,28,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0
1434,25,25,8,8,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1435,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,66,66,17,17,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1437,35,35,13,13,2,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0
1438,214,214,60,60,1,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,52,52,46,46,0,0,3,2,0,8,0,0,0,0,2,0,0,0,8,0,0
1440,46,46,14,14,2,2,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0
1441,27,27,10,10,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
1442,90,90,81,81,0,0,4,5,0,19,0,0,0,0,2,0,0,0,0,0,0
1443,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,75,75,27,27,2,2,1,2,0,3,2,3,1,0,1,0,0,0,0,0,0
1445,855,855,31,31,2,2,2,16,0,0,0,0,0,2,0,0,0,0,0,0,0
1446,34,34,31,31,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,0,0
1447,37,37,11,11,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,90,90,27,27,2,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,42,42,29,29,0,0,2,11,0,14,0,0,0,0,0,0,0,0,0,0,0
1450,37,37,34,34,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1451,29,29,9,9,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1452,34,34,10,10,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,54,54,22,22,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,74,74,65,65,0,0,4,2,0,9,0,0,0,0,2,0,0,0,1,0,0
1455,33,33,8,8,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,24,24,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,47,47,11,11,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,27,27,10,10,2,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0
1459,28,28,5,5,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1460,181,181,66,66,1,1,1,3,0,0,2,2,0,0,1,0,0,0,0,0,0
1461,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,682,682,34,34,5,5,5,18,0,0,0,0,0,3,0,0,0,0,0,0,0
1463,29,29,8,8,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,185,185,176,176,0,0,5,5,0,28,0,0,0,0,2,0,0,0,0,0,0
1465,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,458,458,41,41,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,27,27,24,24,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1469,16,16,5,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,46,46,17,17,2,2,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0
1472,101,101,92,92,0,0,4,5,0,34,0,0,0,0,2,0,0,0,0,0,0
1473,46,46,18,18,2,2,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0
1474,11,11,4,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1475,113,113,54,54,4,4,3,30,0,16,0,0,0,0,0,0,0,0,0,0,0
1476,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,30,30,8,8,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,23,23,6,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,52,52,12,12,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1481,92,92,56,56,2,2,2,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1482,56,56,46,46,0,0,3,6,0,14,0,0,0,0,2,0,0,0,0,0,0
1483,52,52,24,24,2,2,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0
1484,36,36,11,11,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,34,34,15,15,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,110,110,104,104,0,0,3,2,0,15,0,0,0,0,2,0,0,0,8,0,0
1487,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,267,267,27,27,2,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,32,32,8,8,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,30,30,27,27,0,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1491,275,275,31,31,2,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,27,27,15,15,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1493,31,31,6,6,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1494,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,225,225,32,32,2,2,2,1,0,0,1,2,0,0,1,0,0,0,0,0,0
1496,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,159,159,114,114,2,2,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0
1498,64,64,57,57,0,0,5,3,0,18,0,0,0,0,2,0,0,0,0,0,0
1499,24,24,7,7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,94,94,27,27,2,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,41,41,17,17,2,2,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0
1502,48,48,35,35,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0
1503,108,108,68,68,2,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
1504,82,82,76,76,0,0,3,2,0,10,0,0,0,0,2,0,0,0,8,0,0
1505,452,452,141,141,1,1,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,31,31,5,5,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1509,83,83,12,12,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,89,89,78,78,0,0,3,7,0,36,0,0,0,0,2,0,0,0,8,0,0
1511,34,34,22,22,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1512,11,11,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,96,96,86,86,0,0,3,6,0,15,0,0,0,0,2,0,0,0,9,0,0
1514,216,216,14,14,2,2,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0
1515,49,49,27,27,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0
1516,12,12,4,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,25,25,21,21,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0
1518,92,92,29,29,4,4,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0
1519,27,27,10,10,2,2,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0
1520,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,37,37,16,16,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,162,162,52,52,2,2,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,44,44,18,18,2,2,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0
1525,21,21,8,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,38,38,11,11,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1527,34,34,29,29,0,0,3,1,0,7,0,0,0,0,2,0,0,0,9,0,0
